latitude,longitude,category,name,safety_score,description
10.966635,76.870707,night_patrol_point,Night Patrol Point 521,6,Regular police patrol during night.
11.094878,76.921135,community_watch,Community Watch Point 522,7,Active local community monitoring area.
10.95935,76.90266,busy_market,Market Area 523,4,Crowded area; safe but watch for pickpocketing.
11.014431,77.046005,community_watch,Community Watch Point 524,6,Active local community monitoring area.
11.096497,77.013556,busy_market,Market Area 525,6,Crowded area; safe but watch for pickpocketing.
11.094853,76.939571,busy_market,Market Area 526,5,Crowded area; safe but watch for pickpocketing.
11.094321,76.86192,crime_hotspot,Reported Incident Zone 527,1,Area with past reported theft or incidents; caution advised.
11.072934,76.990109,traffic_risk,Accident Prone Area 528,1,High accident probability due to traffic conditions.
11.020485,76.918858,isolated_area,Isolated Stretch 529,3,Low foot traffic; avoid during late hours.
11.018445,76.852191,busy_market,Market Area 530,4,Crowded area; safe but watch for pickpocketing.
11.071209,76.944238,isolated_area,Isolated Stretch 531,1,Low foot traffic; avoid during late hours.
11.047038,76.947683,night_patrol_point,Night Patrol Point 532,8,Regular police patrol during night.
11.092313,77.033644,well_lit_area,Well Lit Street 533,7,Street has good lighting; relatively safer at night.
11.079317,76.866878,traffic_risk,Accident Prone Area 534,1,High accident probability due to traffic conditions.
10.998635,76.950483,community_watch,Community Watch Point 535,9,Active local community monitoring area.
11.014039,77.016172,police_station,Police Station 536,8,Nearby police presence improves safety.
11.07593,77.049217,busy_market,Market Area 537,6,Crowded area; safe but watch for pickpocketing.
11.001752,76.930559,well_lit_area,Well Lit Street 538,6,Street has good lighting; relatively safer at night.
10.97527,76.94447,police_station,Police Station 539,6,Nearby police presence improves safety.
11.06572,76.858804,traffic_risk,Accident Prone Area 540,4,High accident probability due to traffic conditions.
11.032525,76.900747,community_watch,Community Watch Point 541,6,Active local community monitoring area.
10.973022,76.890993,well_lit_area,Well Lit Street 542,7,Street has good lighting; relatively safer at night.
11.043242,76.922498,police_station,Police Station 543,6,Nearby police presence improves safety.
11.068574,76.96624,traffic_risk,Accident Prone Area 544,2,High accident probability due to traffic conditions.
11.024044,76.899682,school_zone,School Zone 545,9,Frequent pedestrian movement; safer during day.
11.03458,76.992421,crime_hotspot,Reported Incident Zone 546,3,Area with past reported theft or incidents; caution advised.
10.994516,76.911909,police_station,Police Station 547,10,Nearby police presence improves safety.
11.09331,77.018875,school_zone,School Zone 548,6,Frequent pedestrian movement; safer during day.
10.99643,76.926706,busy_market,Market Area 549,4,Crowded area; safe but watch for pickpocketing.
11.029859,76.919259,police_station,Police Station 550,8,Nearby police presence improves safety.
11.043916,76.977927,community_watch,Community Watch Point 551,9,Active local community monitoring area.
11.070394,76.929064,traffic_risk,Accident Prone Area 552,2,High accident probability due to traffic conditions.
10.959839,76.960427,hospital,Hospital 553,7,Emergency medical services available nearby.
11.038599,77.017699,crime_hotspot,Reported Incident Zone 554,1,Area with past reported theft or incidents; caution advised.
10.993832,76.891637,isolated_area,Isolated Stretch 555,3,Low foot traffic; avoid during late hours.
11.029352,76.896125,hospital,Hospital 556,9,Emergency medical services available nearby.
11.063534,76.975582,school_zone,School Zone 557,10,Frequent pedestrian movement; safer during day.
11.058173,76.854973,hospital,Hospital 558,8,Emergency medical services available nearby.
11.045882,77.016176,police_station,Police Station 559,7,Nearby police presence improves safety.
10.951739,76.88942,police_station,Police Station 560,10,Nearby police presence improves safety.
11.00694,77.036202,night_patrol_point,Night Patrol Point 561,7,Regular police patrol during night.
11.092966,76.970355,traffic_risk,Accident Prone Area 562,3,High accident probability due to traffic conditions.
10.979625,76.908151,community_watch,Community Watch Point 563,9,Active local community monitoring area.
11.043091,76.931784,crime_hotspot,Reported Incident Zone 564,3,Area with past reported theft or incidents; caution advised.
11.01611,77.017248,hospital,Hospital 565,7,Emergency medical services available nearby.
11.024792,77.044641,night_patrol_point,Night Patrol Point 566,9,Regular police patrol during night.
11.010995,76.911116,community_watch,Community Watch Point 567,8,Active local community monitoring area.
11.015685,77.027675,hospital,Hospital 568,10,Emergency medical services available nearby.
11.055649,76.874821,hospital,Hospital 569,6,Emergency medical services available nearby.
11.026291,76.857086,isolated_area,Isolated Stretch 570,1,Low foot traffic; avoid during late hours.
10.997421,76.87913,community_watch,Community Watch Point 571,8,Active local community monitoring area.
11.041568,76.937023,night_patrol_point,Night Patrol Point 572,9,Regular police patrol during night.
11.077571,76.906892,isolated_area,Isolated Stretch 573,3,Low foot traffic; avoid during late hours.
11.054146,76.864137,isolated_area,Isolated Stretch 574,4,Low foot traffic; avoid during late hours.
10.965785,76.86431,traffic_risk,Accident Prone Area 575,3,High accident probability due to traffic conditions.
11.053215,76.867927,traffic_risk,Accident Prone Area 576,1,High accident probability due to traffic conditions.
11.009455,76.962915,well_lit_area,Well Lit Street 577,8,Street has good lighting; relatively safer at night.
11.067148,76.888247,school_zone,School Zone 578,7,Frequent pedestrian movement; safer during day.
11.09601,76.875291,night_patrol_point,Night Patrol Point 579,10,Regular police patrol during night.
10.99037,76.896729,hospital,Hospital 580,10,Emergency medical services available nearby.
11.002796,77.011869,isolated_area,Isolated Stretch 581,2,Low foot traffic; avoid during late hours.
11.007603,76.878474,busy_market,Market Area 582,4,Crowded area; safe but watch for pickpocketing.
11.059438,76.885411,police_station,Police Station 583,6,Nearby police presence improves safety.
11.076679,76.880156,traffic_risk,Accident Prone Area 584,2,High accident probability due to traffic conditions.
11.023015,76.997476,crime_hotspot,Reported Incident Zone 585,4,Area with past reported theft or incidents; caution advised.
11.032881,76.971825,community_watch,Community Watch Point 586,9,Active local community monitoring area.
10.967308,76.937539,community_watch,Community Watch Point 587,6,Active local community monitoring area.
11.046709,76.995671,well_lit_area,Well Lit Street 588,10,Street has good lighting; relatively safer at night.
11.003153,76.896523,crime_hotspot,Reported Incident Zone 589,4,Area with past reported theft or incidents; caution advised.
11.062069,76.906054,crime_hotspot,Reported Incident Zone 590,3,Area with past reported theft or incidents; caution advised.
10.958869,76.971639,busy_market,Market Area 591,4,Crowded area; safe but watch for pickpocketing.
11.019706,76.888849,night_patrol_point,Night Patrol Point 592,9,Regular police patrol during night.
11.04089,76.957125,busy_market,Market Area 593,4,Crowded area; safe but watch for pickpocketing.
11.028435,76.905417,school_zone,School Zone 594,10,Frequent pedestrian movement; safer during day.
10.966134,76.876317,crime_hotspot,Reported Incident Zone 595,2,Area with past reported theft or incidents; caution advised.
10.951801,76.945139,night_patrol_point,Night Patrol Point 596,8,Regular police patrol during night.
10.984758,76.875938,busy_market,Market Area 597,6,Crowded area; safe but watch for pickpocketing.
10.958359,76.867627,police_station,Police Station 598,9,Nearby police presence improves safety.
11.02573,76.954781,busy_market,Market Area 599,5,Crowded area; safe but watch for pickpocketing.
11.054008,76.89894,well_lit_area,Well Lit Street 600,10,Street has good lighting; relatively safer at night.
10.996124,77.045055,school_zone,School Zone 601,7,Frequent pedestrian movement; safer during day.
11.087135,77.007816,night_patrol_point,Night Patrol Point 602,9,Regular police patrol during night.
11.031277,76.880291,traffic_risk,Accident Prone Area 603,4,High accident probability due to traffic conditions.
10.976706,76.890805,isolated_area,Isolated Stretch 604,1,Low foot traffic; avoid during late hours.
11.087047,76.964121,police_station,Police Station 605,8,Nearby police presence improves safety.
11.071128,77.014374,traffic_risk,Accident Prone Area 606,2,High accident probability due to traffic conditions.
11.067782,76.921808,isolated_area,Isolated Stretch 607,2,Low foot traffic; avoid during late hours.
10.957934,76.969574,busy_market,Market Area 608,5,Crowded area; safe but watch for pickpocketing.
11.035994,76.999931,isolated_area,Isolated Stretch 609,4,Low foot traffic; avoid during late hours.
11.047163,76.860041,well_lit_area,Well Lit Street 610,9,Street has good lighting; relatively safer at night.
10.989363,77.008615,busy_market,Market Area 611,6,Crowded area; safe but watch for pickpocketing.
10.977088,77.007938,crime_hotspot,Reported Incident Zone 612,1,Area with past reported theft or incidents; caution advised.
11.012558,76.989262,school_zone,School Zone 613,6,Frequent pedestrian movement; safer during day.
10.978846,76.904859,traffic_risk,Accident Prone Area 614,4,High accident probability due to traffic conditions.
11.019203,76.931773,night_patrol_point,Night Patrol Point 615,7,Regular police patrol during night.
11.060184,76.973749,school_zone,School Zone 616,7,Frequent pedestrian movement; safer during day.
11.08883,77.005537,hospital,Hospital 617,8,Emergency medical services available nearby.
11.086248,76.876737,police_station,Police Station 618,6,Nearby police presence improves safety.
11.064014,76.950367,traffic_risk,Accident Prone Area 619,2,High accident probability due to traffic conditions.
11.066316,77.036841,well_lit_area,Well Lit Street 620,6,Street has good lighting; relatively safer at night.
11.051948,76.911045,crime_hotspot,Reported Incident Zone 621,2,Area with past reported theft or incidents; caution advised.
11.007502,76.932725,police_station,Police Station 622,10,Nearby police presence improves safety.
11.009401,77.02108,school_zone,School Zone 623,6,Frequent pedestrian movement; safer during day.
11.034006,76.877465,hospital,Hospital 624,7,Emergency medical services available nearby.
10.991707,76.976536,crime_hotspot,Reported Incident Zone 625,4,Area with past reported theft or incidents; caution advised.
11.051316,76.935423,hospital,Hospital 626,6,Emergency medical services available nearby.
10.985945,76.913385,community_watch,Community Watch Point 627,10,Active local community monitoring area.
11.057528,77.039949,police_station,Police Station 628,8,Nearby police presence improves safety.
11.02422,76.97156,night_patrol_point,Night Patrol Point 629,6,Regular police patrol during night.
10.971008,76.926385,police_station,Police Station 630,10,Nearby police presence improves safety.
10.977408,77.041091,isolated_area,Isolated Stretch 631,1,Low foot traffic; avoid during late hours.
10.95946,76.903884,well_lit_area,Well Lit Street 632,9,Street has good lighting; relatively safer at night.
10.957675,76.965875,night_patrol_point,Night Patrol Point 633,7,Regular police patrol during night.
11.066732,76.9273,well_lit_area,Well Lit Street 634,8,Street has good lighting; relatively safer at night.
10.998678,76.90691,crime_hotspot,Reported Incident Zone 635,4,Area with past reported theft or incidents; caution advised.
10.995611,77.038236,night_patrol_point,Night Patrol Point 636,8,Regular police patrol during night.
11.099557,77.046197,crime_hotspot,Reported Incident Zone 637,4,Area with past reported theft or incidents; caution advised.
11.081483,76.98251,traffic_risk,Accident Prone Area 638,3,High accident probability due to traffic conditions.
10.956669,76.916939,school_zone,School Zone 639,10,Frequent pedestrian movement; safer during day.
11.065834,76.966022,school_zone,School Zone 640,10,Frequent pedestrian movement; safer during day.
11.023414,77.044775,isolated_area,Isolated Stretch 641,4,Low foot traffic; avoid during late hours.
10.951798,76.857263,night_patrol_point,Night Patrol Point 642,8,Regular police patrol during night.
10.954668,76.921874,police_station,Police Station 643,10,Nearby police presence improves safety.
11.036478,77.04402,crime_hotspot,Reported Incident Zone 644,4,Area with past reported theft or incidents; caution advised.
11.021152,76.994455,busy_market,Market Area 645,6,Crowded area; safe but watch for pickpocketing.
11.022033,76.880175,police_station,Police Station 646,8,Nearby police presence improves safety.
10.997156,76.925728,hospital,Hospital 647,7,Emergency medical services available nearby.
11.074609,76.917688,isolated_area,Isolated Stretch 648,4,Low foot traffic; avoid during late hours.
11.086874,76.99162,isolated_area,Isolated Stretch 649,3,Low foot traffic; avoid during late hours.
11.089882,76.902492,hospital,Hospital 650,10,Emergency medical services available nearby.
11.068921,76.951127,traffic_risk,Accident Prone Area 651,1,High accident probability due to traffic conditions.
11.014914,76.991233,night_patrol_point,Night Patrol Point 652,9,Regular police patrol during night.
11.031589,76.987347,night_patrol_point,Night Patrol Point 653,7,Regular police patrol during night.
11.009852,76.874442,police_station,Police Station 654,9,Nearby police presence improves safety.
10.976585,76.890309,hospital,Hospital 655,10,Emergency medical services available nearby.
11.032987,76.931025,crime_hotspot,Reported Incident Zone 656,1,Area with past reported theft or incidents; caution advised.
11.0092,76.975114,hospital,Hospital 657,9,Emergency medical services available nearby.
11.030984,76.933433,busy_market,Market Area 658,4,Crowded area; safe but watch for pickpocketing.
11.003128,76.87774,hospital,Hospital 659,9,Emergency medical services available nearby.
11.032645,76.911432,community_watch,Community Watch Point 660,6,Active local community monitoring area.
11.058813,77.031564,police_station,Police Station 661,6,Nearby police presence improves safety.
11.095606,77.04417,school_zone,School Zone 662,7,Frequent pedestrian movement; safer during day.
11.056186,76.970669,traffic_risk,Accident Prone Area 663,4,High accident probability due to traffic conditions.
11.092883,76.976152,school_zone,School Zone 664,9,Frequent pedestrian movement; safer during day.
10.958418,76.969213,school_zone,School Zone 665,7,Frequent pedestrian movement; safer during day.
11.068264,76.993437,well_lit_area,Well Lit Street 666,9,Street has good lighting; relatively safer at night.
11.013611,76.941986,community_watch,Community Watch Point 667,9,Active local community monitoring area.
11.005091,76.975364,crime_hotspot,Reported Incident Zone 668,1,Area with past reported theft or incidents; caution advised.
11.065973,77.033398,traffic_risk,Accident Prone Area 669,2,High accident probability due to traffic conditions.
11.056539,76.944015,isolated_area,Isolated Stretch 670,1,Low foot traffic; avoid during late hours.
11.022366,76.853053,night_patrol_point,Night Patrol Point 671,6,Regular police patrol during night.
10.997895,77.045723,busy_market,Market Area 672,4,Crowded area; safe but watch for pickpocketing.
11.016505,76.861643,police_station,Police Station 673,9,Nearby police presence improves safety.
10.973145,76.920711,night_patrol_point,Night Patrol Point 674,9,Regular police patrol during night.
11.078173,76.934816,hospital,Hospital 675,10,Emergency medical services available nearby.
11.07625,77.016796,busy_market,Market Area 676,5,Crowded area; safe but watch for pickpocketing.
11.044798,76.940854,crime_hotspot,Reported Incident Zone 677,1,Area with past reported theft or incidents; caution advised.
11.03437,76.878602,school_zone,School Zone 678,7,Frequent pedestrian movement; safer during day.
11.066432,76.88466,traffic_risk,Accident Prone Area 679,1,High accident probability due to traffic conditions.
10.970694,76.989749,traffic_risk,Accident Prone Area 680,3,High accident probability due to traffic conditions.
10.996667,76.977765,school_zone,School Zone 681,8,Frequent pedestrian movement; safer during day.
11.093086,77.036495,crime_hotspot,Reported Incident Zone 682,3,Area with past reported theft or incidents; caution advised.
10.992698,76.901654,community_watch,Community Watch Point 683,7,Active local community monitoring area.
11.064081,77.027844,well_lit_area,Well Lit Street 684,8,Street has good lighting; relatively safer at night.
10.972707,76.977536,school_zone,School Zone 685,6,Frequent pedestrian movement; safer during day.
10.972165,77.02441,community_watch,Community Watch Point 686,10,Active local community monitoring area.
11.096497,77.006137,well_lit_area,Well Lit Street 687,10,Street has good lighting; relatively safer at night.
10.975332,76.850925,well_lit_area,Well Lit Street 688,6,Street has good lighting; relatively safer at night.
10.952832,76.875432,traffic_risk,Accident Prone Area 689,1,High accident probability due to traffic conditions.
10.98244,76.9506,community_watch,Community Watch Point 690,7,Active local community monitoring area.
10.985921,76.953779,police_station,Police Station 691,7,Nearby police presence improves safety.
11.031163,76.888041,busy_market,Market Area 692,4,Crowded area; safe but watch for pickpocketing.
10.999492,77.044797,crime_hotspot,Reported Incident Zone 693,1,Area with past reported theft or incidents; caution advised.
11.099238,76.99246,night_patrol_point,Night Patrol Point 694,9,Regular police patrol during night.
11.057049,76.925416,isolated_area,Isolated Stretch 695,1,Low foot traffic; avoid during late hours.
10.959335,77.018916,traffic_risk,Accident Prone Area 696,3,High accident probability due to traffic conditions.
10.989649,77.024565,hospital,Hospital 697,6,Emergency medical services available nearby.
10.96984,77.026031,hospital,Hospital 698,8,Emergency medical services available nearby.
11.064767,76.959556,hospital,Hospital 699,7,Emergency medical services available nearby.
11.088864,76.983678,isolated_area,Isolated Stretch 700,3,Low foot traffic; avoid during late hours.
11.028023,76.89609,well_lit_area,Well Lit Street 701,7,Street has good lighting; relatively safer at night.
11.003069,77.043847,crime_hotspot,Reported Incident Zone 702,3,Area with past reported theft or incidents; caution advised.
11.031449,76.896658,hospital,Hospital 703,8,Emergency medical services available nearby.
10.966134,76.918209,crime_hotspot,Reported Incident Zone 704,2,Area with past reported theft or incidents; caution advised.
11.076204,76.880979,police_station,Police Station 705,9,Nearby police presence improves safety.
10.993998,76.904666,community_watch,Community Watch Point 706,10,Active local community monitoring area.
10.964663,76.863193,school_zone,School Zone 707,8,Frequent pedestrian movement; safer during day.
11.001684,77.028564,traffic_risk,Accident Prone Area 708,4,High accident probability due to traffic conditions.
10.978134,76.880361,isolated_area,Isolated Stretch 709,4,Low foot traffic; avoid during late hours.
11.0366,77.028815,community_watch,Community Watch Point 710,6,Active local community monitoring area.
11.091245,76.998317,traffic_risk,Accident Prone Area 711,1,High accident probability due to traffic conditions.
10.970441,76.92424,night_patrol_point,Night Patrol Point 712,7,Regular police patrol during night.
11.041062,77.036382,crime_hotspot,Reported Incident Zone 713,2,Area with past reported theft or incidents; caution advised.
10.950842,76.919796,crime_hotspot,Reported Incident Zone 714,3,Area with past reported theft or incidents; caution advised.
10.984985,77.031874,well_lit_area,Well Lit Street 715,6,Street has good lighting; relatively safer at night.
11.077075,77.01122,hospital,Hospital 716,6,Emergency medical services available nearby.
10.965435,76.864481,isolated_area,Isolated Stretch 717,3,Low foot traffic; avoid during late hours.
11.047301,76.930579,school_zone,School Zone 718,7,Frequent pedestrian movement; safer during day.
11.093593,76.899256,police_station,Police Station 719,8,Nearby police presence improves safety.
11.075622,76.873894,traffic_risk,Accident Prone Area 720,3,High accident probability due to traffic conditions.
11.079903,76.935213,school_zone,School Zone 721,6,Frequent pedestrian movement; safer during day.
10.993188,76.9943,crime_hotspot,Reported Incident Zone 722,4,Area with past reported theft or incidents; caution advised.
11.082356,77.045043,school_zone,School Zone 723,10,Frequent pedestrian movement; safer during day.
10.954358,76.86275,school_zone,School Zone 724,10,Frequent pedestrian movement; safer during day.
10.951698,76.941562,traffic_risk,Accident Prone Area 725,4,High accident probability due to traffic conditions.
11.001903,76.937188,crime_hotspot,Reported Incident Zone 726,2,Area with past reported theft or incidents; caution advised.
10.954969,77.011458,busy_market,Market Area 727,4,Crowded area; safe but watch for pickpocketing.
11.081545,77.029712,busy_market,Market Area 728,5,Crowded area; safe but watch for pickpocketing.
11.023298,76.938147,isolated_area,Isolated Stretch 729,1,Low foot traffic; avoid during late hours.
10.993392,76.864973,busy_market,Market Area 730,5,Crowded area; safe but watch for pickpocketing.
11.020589,76.916849,crime_hotspot,Reported Incident Zone 731,1,Area with past reported theft or incidents; caution advised.
10.966714,77.000434,isolated_area,Isolated Stretch 732,3,Low foot traffic; avoid during late hours.
11.094559,76.982389,well_lit_area,Well Lit Street 733,6,Street has good lighting; relatively safer at night.
10.971476,76.875018,crime_hotspot,Reported Incident Zone 734,2,Area with past reported theft or incidents; caution advised.
11.07493,77.022483,community_watch,Community Watch Point 735,7,Active local community monitoring area.
11.044676,77.013055,isolated_area,Isolated Stretch 736,4,Low foot traffic; avoid during late hours.
11.031329,77.041102,hospital,Hospital 737,6,Emergency medical services available nearby.
11.078707,76.960774,busy_market,Market Area 738,4,Crowded area; safe but watch for pickpocketing.
11.017549,77.047683,school_zone,School Zone 739,6,Frequent pedestrian movement; safer during day.
10.974763,76.923728,isolated_area,Isolated Stretch 740,3,Low foot traffic; avoid during late hours.
11.052379,77.039714,community_watch,Community Watch Point 741,10,Active local community monitoring area.
10.993926,76.856646,police_station,Police Station 742,7,Nearby police presence improves safety.
11.009192,76.952429,night_patrol_point,Night Patrol Point 743,6,Regular police patrol during night.
11.040591,77.020276,school_zone,School Zone 744,8,Frequent pedestrian movement; safer during day.
10.979566,77.032211,police_station,Police Station 745,9,Nearby police presence improves safety.
11.049302,76.932098,busy_market,Market Area 746,6,Crowded area; safe but watch for pickpocketing.
10.954719,76.939545,busy_market,Market Area 747,4,Crowded area; safe but watch for pickpocketing.
10.976235,76.965408,well_lit_area,Well Lit Street 748,6,Street has good lighting; relatively safer at night.
10.991,76.968069,school_zone,School Zone 749,9,Frequent pedestrian movement; safer during day.
11.038745,77.011522,police_station,Police Station 750,9,Nearby police presence improves safety.
11.022694,76.865462,well_lit_area,Well Lit Street 751,7,Street has good lighting; relatively safer at night.
11.047124,76.928185,hospital,Hospital 752,6,Emergency medical services available nearby.
11.010116,77.031783,hospital,Hospital 753,9,Emergency medical services available nearby.
10.99566,76.949334,traffic_risk,Accident Prone Area 754,1,High accident probability due to traffic conditions.
10.952991,76.954675,school_zone,School Zone 755,7,Frequent pedestrian movement; safer during day.
11.049187,76.989478,community_watch,Community Watch Point 756,6,Active local community monitoring area.
10.986981,76.921095,traffic_risk,Accident Prone Area 757,1,High accident probability due to traffic conditions.
11.051457,76.890582,night_patrol_point,Night Patrol Point 758,8,Regular police patrol during night.
11.033176,77.030914,crime_hotspot,Reported Incident Zone 759,1,Area with past reported theft or incidents; caution advised.
11.016841,76.972772,school_zone,School Zone 760,7,Frequent pedestrian movement; safer during day.
10.97743,76.89661,night_patrol_point,Night Patrol Point 761,8,Regular police patrol during night.
11.024999,77.024941,crime_hotspot,Reported Incident Zone 762,4,Area with past reported theft or incidents; caution advised.
10.960301,76.942785,school_zone,School Zone 763,8,Frequent pedestrian movement; safer during day.
10.966315,76.884086,well_lit_area,Well Lit Street 764,9,Street has good lighting; relatively safer at night.
10.979466,76.982191,well_lit_area,Well Lit Street 765,8,Street has good lighting; relatively safer at night.
10.950201,77.025666,traffic_risk,Accident Prone Area 766,4,High accident probability due to traffic conditions.
11.029656,76.946758,school_zone,School Zone 767,9,Frequent pedestrian movement; safer during day.
11.010514,76.965883,police_station,Police Station 768,9,Nearby police presence improves safety.
11.039672,77.008361,school_zone,School Zone 769,6,Frequent pedestrian movement; safer during day.
10.955914,76.888086,traffic_risk,Accident Prone Area 770,4,High accident probability due to traffic conditions.
10.997114,76.966961,hospital,Hospital 771,9,Emergency medical services available nearby.
10.959559,76.949775,well_lit_area,Well Lit Street 772,7,Street has good lighting; relatively safer at night.
11.093316,77.030097,hospital,Hospital 773,6,Emergency medical services available nearby.
11.054919,76.960352,well_lit_area,Well Lit Street 774,7,Street has good lighting; relatively safer at night.
10.974258,76.896964,community_watch,Community Watch Point 775,7,Active local community monitoring area.
11.048551,76.931443,well_lit_area,Well Lit Street 776,9,Street has good lighting; relatively safer at night.
11.049501,76.880595,busy_market,Market Area 777,5,Crowded area; safe but watch for pickpocketing.
10.954389,76.9138,hospital,Hospital 778,8,Emergency medical services available nearby.
11.013673,76.985522,night_patrol_point,Night Patrol Point 779,8,Regular police patrol during night.
11.080238,76.868006,hospital,Hospital 780,10,Emergency medical services available nearby.
11.047851,76.891775,night_patrol_point,Night Patrol Point 781,10,Regular police patrol during night.
11.071084,77.026762,police_station,Police Station 782,9,Nearby police presence improves safety.
11.086659,76.911946,night_patrol_point,Night Patrol Point 783,10,Regular police patrol during night.
11.001801,77.008865,busy_market,Market Area 784,4,Crowded area; safe but watch for pickpocketing.
11.057916,76.990679,busy_market,Market Area 785,4,Crowded area; safe but watch for pickpocketing.
11.083823,76.911011,crime_hotspot,Reported Incident Zone 786,3,Area with past reported theft or incidents; caution advised.
11.00046,76.950106,community_watch,Community Watch Point 787,7,Active local community monitoring area.
10.954729,77.048799,community_watch,Community Watch Point 788,6,Active local community monitoring area.
10.999094,76.995577,night_patrol_point,Night Patrol Point 789,10,Regular police patrol during night.
11.040698,76.91448,community_watch,Community Watch Point 790,8,Active local community monitoring area.
10.953775,76.854963,traffic_risk,Accident Prone Area 791,3,High accident probability due to traffic conditions.
11.0505,76.991637,busy_market,Market Area 792,6,Crowded area; safe but watch for pickpocketing.
11.049172,76.909426,traffic_risk,Accident Prone Area 793,2,High accident probability due to traffic conditions.
11.094352,76.926713,police_station,Police Station 794,10,Nearby police presence improves safety.
10.95661,77.009767,night_patrol_point,Night Patrol Point 795,6,Regular police patrol during night.
11.020031,76.852888,traffic_risk,Accident Prone Area 796,1,High accident probability due to traffic conditions.
11.042956,76.954805,well_lit_area,Well Lit Street 797,10,Street has good lighting; relatively safer at night.
11.096659,76.908542,well_lit_area,Well Lit Street 798,7,Street has good lighting; relatively safer at night.
10.950494,76.973594,well_lit_area,Well Lit Street 799,7,Street has good lighting; relatively safer at night.
10.984865,76.914204,traffic_risk,Accident Prone Area 800,2,High accident probability due to traffic conditions.
11.008759,76.886764,traffic_risk,Accident Prone Area 801,4,High accident probability due to traffic conditions.
10.993508,76.996423,community_watch,Community Watch Point 802,7,Active local community monitoring area.
11.012074,76.995957,busy_market,Market Area 803,5,Crowded area; safe but watch for pickpocketing.
10.982177,76.969141,school_zone,School Zone 804,8,Frequent pedestrian movement; safer during day.
11.002469,76.995276,crime_hotspot,Reported Incident Zone 805,3,Area with past reported theft or incidents; caution advised.
11.0165,77.022223,well_lit_area,Well Lit Street 806,9,Street has good lighting; relatively safer at night.
10.967082,77.003728,police_station,Police Station 807,8,Nearby police presence improves safety.
11.0387,77.034599,school_zone,School Zone 808,6,Frequent pedestrian movement; safer during day.
11.094467,76.907504,night_patrol_point,Night Patrol Point 809,8,Regular police patrol during night.
11.03598,76.891589,well_lit_area,Well Lit Street 810,9,Street has good lighting; relatively safer at night.
11.056421,76.878976,community_watch,Community Watch Point 811,6,Active local community monitoring area.
11.04345,76.980789,well_lit_area,Well Lit Street 812,7,Street has good lighting; relatively safer at night.
11.055634,76.958994,school_zone,School Zone 813,6,Frequent pedestrian movement; safer during day.
10.960488,76.922605,well_lit_area,Well Lit Street 814,10,Street has good lighting; relatively safer at night.
11.005399,76.947255,traffic_risk,Accident Prone Area 815,3,High accident probability due to traffic conditions.
11.073031,76.937722,community_watch,Community Watch Point 816,6,Active local community monitoring area.
10.963631,77.033102,well_lit_area,Well Lit Street 817,6,Street has good lighting; relatively safer at night.
11.078546,76.856479,night_patrol_point,Night Patrol Point 818,8,Regular police patrol during night.
11.009312,76.973946,isolated_area,Isolated Stretch 819,2,Low foot traffic; avoid during late hours.
11.073273,76.984448,school_zone,School Zone 820,9,Frequent pedestrian movement; safer during day.
11.067681,76.992133,police_station,Police Station 821,10,Nearby police presence improves safety.
11.034133,77.016214,isolated_area,Isolated Stretch 822,3,Low foot traffic; avoid during late hours.
11.074292,76.962616,isolated_area,Isolated Stretch 823,1,Low foot traffic; avoid during late hours.
11.008089,76.998935,police_station,Police Station 824,7,Nearby police presence improves safety.
11.051576,76.911256,traffic_risk,Accident Prone Area 825,1,High accident probability due to traffic conditions.
10.95701,76.929167,crime_hotspot,Reported Incident Zone 826,2,Area with past reported theft or incidents; caution advised.
11.061546,76.866385,night_patrol_point,Night Patrol Point 827,7,Regular police patrol during night.
10.987736,76.904203,hospital,Hospital 828,10,Emergency medical services available nearby.
11.029184,76.937354,isolated_area,Isolated Stretch 829,2,Low foot traffic; avoid during late hours.
11.061898,76.96774,isolated_area,Isolated Stretch 830,4,Low foot traffic; avoid during late hours.
11.028144,76.958283,busy_market,Market Area 831,5,Crowded area; safe but watch for pickpocketing.
10.974469,76.946871,traffic_risk,Accident Prone Area 832,1,High accident probability due to traffic conditions.
11.048999,76.93418,isolated_area,Isolated Stretch 833,3,Low foot traffic; avoid during late hours.
10.995755,77.015381,isolated_area,Isolated Stretch 834,3,Low foot traffic; avoid during late hours.
10.975308,76.918501,hospital,Hospital 835,6,Emergency medical services available nearby.
11.022402,76.933971,hospital,Hospital 836,7,Emergency medical services available nearby.
11.025137,77.038295,busy_market,Market Area 837,6,Crowded area; safe but watch for pickpocketing.
10.962901,76.875529,night_patrol_point,Night Patrol Point 838,9,Regular police patrol during night.
11.006274,76.917044,well_lit_area,Well Lit Street 839,6,Street has good lighting; relatively safer at night.
10.997222,76.987646,well_lit_area,Well Lit Street 840,10,Street has good lighting; relatively safer at night.
11.070385,76.956955,police_station,Police Station 841,9,Nearby police presence improves safety.
11.005398,76.964498,school_zone,School Zone 842,9,Frequent pedestrian movement; safer during day.
10.995361,76.923652,well_lit_area,Well Lit Street 843,10,Street has good lighting; relatively safer at night.
11.010427,77.028469,police_station,Police Station 844,7,Nearby police presence improves safety.
11.017996,76.962233,crime_hotspot,Reported Incident Zone 845,2,Area with past reported theft or incidents; caution advised.
11.068413,76.909902,crime_hotspot,Reported Incident Zone 846,3,Area with past reported theft or incidents; caution advised.
11.058718,76.89488,isolated_area,Isolated Stretch 847,3,Low foot traffic; avoid during late hours.
